"model","mtry","mean_rmse","SEM","train_rmse","train_R2","test_rmse","test_R2"
"spatial_lag10",6,0.332849029805904,0.0174989208309343,0.0898217774420938,0.977591161929449,0.272833743046495,0.729398840886744
"spatial_lag10",6,0.338644200962667,0.0299565723162444,0.0968931923154557,0.977229792425343,0.303590159482706,0.661287675225168
"spatial_lag10",6,0.330437418909923,0.0189090732688219,0.0897459897978649,0.976854819809032,0.302081492068266,0.548141849851453
"spatial_lag10",6,0.344913485230401,0.031092906573816,0.0978246664507954,0.976056736891118,0.328630577610764,0.602742551890644
"spatial_lag10",6,0.291614256924316,0.00830454975885091,0.087286554045091,0.97603491450134,0.353570066262235,0.561690827629715
