"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
6,"rmse","standard",0.332355315299996,"Preprocessor1_Model6",3,3,12844,3618
1,"rmse","standard",0.328717537196525,"Preprocessor1_Model1",3,4,7483,8755
2,"rmse","standard",0.325412994277081,"Preprocessor1_Model2",3,4,7483,8755
3,"rmse","standard",0.326139011705423,"Preprocessor1_Model3",3,4,7483,8755
4,"rmse","standard",0.327681194167419,"Preprocessor1_Model4",3,4,7483,8755
5,"rmse","standard",0.329823731438595,"Preprocessor1_Model5",3,4,7483,8755
6,"rmse","standard",0.330469887905698,"Preprocessor1_Model6",3,4,7483,8755
1,"rmse","standard",0.358607659430239,"Preprocessor1_Model1",3,5,14197,2045
2,"rmse","standard",0.355789845496973,"Preprocessor1_Model2",3,5,14197,2045
3,"rmse","standard",0.359339062237907,"Preprocessor1_Model3",3,5,14197,2045
4,"rmse","standard",0.362634349684171,"Preprocessor1_Model4",3,5,14197,2045
5,"rmse","standard",0.366311025017952,"Preprocessor1_Model5",3,5,14197,2045
6,"rmse","standard",0.369065886725704,"Preprocessor1_Model6",3,5,14197,2045
1,"rmse","standard",0.330408903000507,"Preprocessor1_Model1",4,1,8986,1115
2,"rmse","standard",0.338419660962497,"Preprocessor1_Model2",4,1,8986,1115
3,"rmse","standard",0.343815018971705,"Preprocessor1_Model3",4,1,8986,1115
4,"rmse","standard",0.344854926403786,"Preprocessor1_Model4",4,1,8986,1115
5,"rmse","standard",0.346887163183441,"Preprocessor1_Model5",4,1,8986,1115
6,"rmse","standard",0.347637608020196,"Preprocessor1_Model6",4,1,8986,1115
1,"rmse","standard",0.35853393343766,"Preprocessor1_Model1",4,2,7893,1765
2,"rmse","standard",0.348456517481031,"Preprocessor1_Model2",4,2,7893,1765
3,"rmse","standard",0.347906216655148,"Preprocessor1_Model3",4,2,7893,1765
4,"rmse","standard",0.349549543780491,"Preprocessor1_Model4",4,2,7893,1765
5,"rmse","standard",0.351719131426079,"Preprocessor1_Model5",4,2,7893,1765
6,"rmse","standard",0.353926941891686,"Preprocessor1_Model6",4,2,7893,1765
1,"rmse","standard",0.569472484060963,"Preprocessor1_Model1",4,3,4464,5463
2,"rmse","standard",0.517473519439928,"Preprocessor1_Model2",4,3,4464,5463
3,"rmse","standard",0.499017955284833,"Preprocessor1_Model3",4,3,4464,5463
4,"rmse","standard",0.492900103390611,"Preprocessor1_Model4",4,3,4464,5463
5,"rmse","standard",0.489284370227008,"Preprocessor1_Model5",4,3,4464,5463
6,"rmse","standard",0.487416585151603,"Preprocessor1_Model6",4,3,4464,5463
1,"rmse","standard",0.479596501657281,"Preprocessor1_Model1",4,4,8763,1263
2,"rmse","standard",0.451366365776574,"Preprocessor1_Model2",4,4,8763,1263
3,"rmse","standard",0.44610729867087,"Preprocessor1_Model3",4,4,8763,1263
4,"rmse","standard",0.445317298164858,"Preprocessor1_Model4",4,4,8763,1263
5,"rmse","standard",0.444828029032449,"Preprocessor1_Model5",4,4,8763,1263
6,"rmse","standard",0.445879775871666,"Preprocessor1_Model6",4,4,8763,1263
1,"rmse","standard",0.418261199202103,"Preprocessor1_Model1",4,5,9525,495
2,"rmse","standard",0.378571868614913,"Preprocessor1_Model2",4,5,9525,495
3,"rmse","standard",0.369941674450012,"Preprocessor1_Model3",4,5,9525,495
4,"rmse","standard",0.366691464020883,"Preprocessor1_Model4",4,5,9525,495
5,"rmse","standard",0.367614739953369,"Preprocessor1_Model5",4,5,9525,495
6,"rmse","standard",0.367205260609807,"Preprocessor1_Model6",4,5,9525,495
1,"rmse","standard",0.323702257660006,"Preprocessor1_Model1",5,1,8971,8733
2,"rmse","standard",0.317985970564467,"Preprocessor1_Model2",5,1,8971,8733
3,"rmse","standard",0.318423748747536,"Preprocessor1_Model3",5,1,8971,8733
4,"rmse","standard",0.319752574214927,"Preprocessor1_Model4",5,1,8971,8733
5,"rmse","standard",0.322121208586797,"Preprocessor1_Model5",5,1,8971,8733
6,"rmse","standard",0.32422509510931,"Preprocessor1_Model6",5,1,8971,8733
1,"rmse","standard",0.42562914474845,"Preprocessor1_Model1",5,2,15716,1678
2,"rmse","standard",0.398004417122655,"Preprocessor1_Model2",5,2,15716,1678
3,"rmse","standard",0.39631481343011,"Preprocessor1_Model3",5,2,15716,1678
4,"rmse","standard",0.396604249768757,"Preprocessor1_Model4",5,2,15716,1678
