"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
2,"rmse","standard",0.328057650260659,"Preprocessor1_Model2",4,5,9525,495
3,"rmse","standard",0.310947551152002,"Preprocessor1_Model3",4,5,9525,495
4,"rmse","standard",0.301232674396961,"Preprocessor1_Model4",4,5,9525,495
5,"rmse","standard",0.299242456166938,"Preprocessor1_Model5",4,5,9525,495
6,"rmse","standard",0.296652239211855,"Preprocessor1_Model6",4,5,9525,495
1,"rmse","standard",0.3299910512421,"Preprocessor1_Model1",5,1,8971,8733
2,"rmse","standard",0.311756161095758,"Preprocessor1_Model2",5,1,8971,8733
3,"rmse","standard",0.309342220379929,"Preprocessor1_Model3",5,1,8971,8733
4,"rmse","standard",0.305655901881385,"Preprocessor1_Model4",5,1,8971,8733
5,"rmse","standard",0.306207965095535,"Preprocessor1_Model5",5,1,8971,8733
6,"rmse","standard",0.3036256877419,"Preprocessor1_Model6",5,1,8971,8733
1,"rmse","standard",0.372189696544372,"Preprocessor1_Model1",5,2,15716,1678
2,"rmse","standard",0.328943985712703,"Preprocessor1_Model2",5,2,15716,1678
3,"rmse","standard",0.314560758443389,"Preprocessor1_Model3",5,2,15716,1678
4,"rmse","standard",0.3131412473461,"Preprocessor1_Model4",5,2,15716,1678
5,"rmse","standard",0.311047203333303,"Preprocessor1_Model5",5,2,15716,1678
6,"rmse","standard",0.311533622409743,"Preprocessor1_Model6",5,2,15716,1678
1,"rmse","standard",0.299567755930889,"Preprocessor1_Model1",5,3,12825,4878
2,"rmse","standard",0.275636908676807,"Preprocessor1_Model2",5,3,12825,4878
3,"rmse","standard",0.267055413925125,"Preprocessor1_Model3",5,3,12825,4878
4,"rmse","standard",0.266054278934366,"Preprocessor1_Model4",5,3,12825,4878
5,"rmse","standard",0.26451096717533,"Preprocessor1_Model5",5,3,12825,4878
6,"rmse","standard",0.265559599693153,"Preprocessor1_Model6",5,3,12825,4878
1,"rmse","standard",0.318748133418942,"Preprocessor1_Model1",5,4,15486,2047
2,"rmse","standard",0.302731824798028,"Preprocessor1_Model2",5,4,15486,2047
3,"rmse","standard",0.297761951521869,"Preprocessor1_Model3",5,4,15486,2047
4,"rmse","standard",0.296297690547267,"Preprocessor1_Model4",5,4,15486,2047
5,"rmse","standard",0.295776924430472,"Preprocessor1_Model5",5,4,15486,2047
6,"rmse","standard",0.297106658125184,"Preprocessor1_Model6",5,4,15486,2047
1,"rmse","standard",0.380158506612135,"Preprocessor1_Model1",5,5,17300,479
2,"rmse","standard",0.314916388889669,"Preprocessor1_Model2",5,5,17300,479
3,"rmse","standard",0.292068951203066,"Preprocessor1_Model3",5,5,17300,479
4,"rmse","standard",0.283772112184195,"Preprocessor1_Model4",5,5,17300,479
5,"rmse","standard",0.281417796017439,"Preprocessor1_Model5",5,5,17300,479
6,"rmse","standard",0.280245716651603,"Preprocessor1_Model6",5,5,17300,479
