"model","mtry","mean_rmse","SEM","train_rmse","train_R2","test_rmse","test_R2"
"spatial_no_lag",3,0.414522180003933,0.028451749490253,0.138302240802719,0.949606876784413,0.330642537221591,0.620434833508146
"spatial_no_lag",4,0.398417447086113,0.0262488470293736,0.144764515531672,0.951515885248841,0.351285030986338,0.557459072833516
"spatial_no_lag",3,0.400867792936717,0.0414719346205483,0.137972129362678,0.94816767947068,0.379218093858069,0.453267722385998
"spatial_no_lag",4,0.399862667152126,0.0294785334312563,0.14189745682094,0.951746758013556,0.341324085627981,0.58684008119879
"spatial_no_lag",3,0.357289407859181,0.0170792387111977,0.131172664741452,0.948373829794505,0.495984223001225,0.415617568670345
