"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
1,"rmse","standard",0.448010881137849,"Preprocessor1_Model1",1,1,12237,960
2,"rmse","standard",0.418772390188336,"Preprocessor1_Model2",1,1,12237,960
3,"rmse","standard",0.407818853316588,"Preprocessor1_Model3",1,1,12237,960
4,"rmse","standard",0.402687311828843,"Preprocessor1_Model4",1,1,12237,960
5,"rmse","standard",0.400133560058934,"Preprocessor1_Model5",1,1,12237,960
6,"rmse","standard",0.399491135741146,"Preprocessor1_Model6",1,1,12237,960
1,"rmse","standard",0.481532709870648,"Preprocessor1_Model1",1,2,12534,773
2,"rmse","standard",0.413838478740834,"Preprocessor1_Model2",1,2,12534,773
3,"rmse","standard",0.389403467813437,"Preprocessor1_Model3",1,2,12534,773
4,"rmse","standard",0.37698169080054,"Preprocessor1_Model4",1,2,12534,773
5,"rmse","standard",0.369669897542239,"Preprocessor1_Model5",1,2,12534,773
6,"rmse","standard",0.36656894350236,"Preprocessor1_Model6",1,2,12534,773
1,"rmse","standard",0.380386715163507,"Preprocessor1_Model1",1,3,12525,833
2,"rmse","standard",0.315497448106872,"Preprocessor1_Model2",1,3,12525,833
3,"rmse","standard",0.297960371278031,"Preprocessor1_Model3",1,3,12525,833
4,"rmse","standard",0.296096909470008,"Preprocessor1_Model4",1,3,12525,833
5,"rmse","standard",0.297160854810677,"Preprocessor1_Model5",1,3,12525,833
6,"rmse","standard",0.298592029607771,"Preprocessor1_Model6",1,3,12525,833
1,"rmse","standard",0.404621220790831,"Preprocessor1_Model1",1,4,4341,8747
2,"rmse","standard",0.353112808504018,"Preprocessor1_Model2",1,4,4341,8747
3,"rmse","standard",0.331765803406623,"Preprocessor1_Model3",1,4,4341,8747
4,"rmse","standard",0.321059497502979,"Preprocessor1_Model4",1,4,4341,8747
5,"rmse","standard",0.314595582529926,"Preprocessor1_Model5",1,4,4341,8747
6,"rmse","standard",0.312869675742959,"Preprocessor1_Model6",1,4,4341,8747
1,"rmse","standard",0.324451093272701,"Preprocessor1_Model1",1,5,11037,2045
2,"rmse","standard",0.311632258871134,"Preprocessor1_Model2",1,5,11037,2045
3,"rmse","standard",0.309109825188152,"Preprocessor1_Model3",1,5,11037,2045
4,"rmse","standard",0.311516238435028,"Preprocessor1_Model4",1,5,11037,2045
5,"rmse","standard",0.312042155503738,"Preprocessor1_Model5",1,5,11037,2045
6,"rmse","standard",0.316245133755169,"Preprocessor1_Model6",1,5,11037,2045
1,"rmse","standard",0.414244346338467,"Preprocessor1_Model1",2,1,9280,4030
2,"rmse","standard",0.392627903550892,"Preprocessor1_Model2",2,1,9280,4030
3,"rmse","standard",0.386877969332156,"Preprocessor1_Model3",2,1,9280,4030
4,"rmse","standard",0.391908682245911,"Preprocessor1_Model4",2,1,9280,4030
