"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
6,"rmse","standard",0.210245176366315,"Preprocessor1_Model6",3,3,13214,3304
1,"rmse","standard",0.23587003835416,"Preprocessor1_Model1",3,4,13215,3303
2,"rmse","standard",0.21783964832523,"Preprocessor1_Model2",3,4,13215,3303
3,"rmse","standard",0.213678676717734,"Preprocessor1_Model3",3,4,13215,3303
4,"rmse","standard",0.212554363254961,"Preprocessor1_Model4",3,4,13215,3303
5,"rmse","standard",0.212269990746642,"Preprocessor1_Model5",3,4,13215,3303
6,"rmse","standard",0.212104597768986,"Preprocessor1_Model6",3,4,13215,3303
1,"rmse","standard",0.25298677952494,"Preprocessor1_Model1",3,5,13215,3303
2,"rmse","standard",0.234319172772695,"Preprocessor1_Model2",3,5,13215,3303
3,"rmse","standard",0.229948918798694,"Preprocessor1_Model3",3,5,13215,3303
4,"rmse","standard",0.228726274183319,"Preprocessor1_Model4",3,5,13215,3303
5,"rmse","standard",0.22850561228898,"Preprocessor1_Model5",3,5,13215,3303
6,"rmse","standard",0.228269844078308,"Preprocessor1_Model6",3,5,13215,3303
1,"rmse","standard",0.25846894900938,"Preprocessor1_Model1",4,1,8080,2021
2,"rmse","standard",0.241506111203384,"Preprocessor1_Model2",4,1,8080,2021
3,"rmse","standard",0.238253583658442,"Preprocessor1_Model3",4,1,8080,2021
4,"rmse","standard",0.237308766708291,"Preprocessor1_Model4",4,1,8080,2021
5,"rmse","standard",0.237956882504179,"Preprocessor1_Model5",4,1,8080,2021
6,"rmse","standard",0.238464067695311,"Preprocessor1_Model6",4,1,8080,2021
1,"rmse","standard",0.259836326260311,"Preprocessor1_Model1",4,2,8081,2020
2,"rmse","standard",0.238720006559914,"Preprocessor1_Model2",4,2,8081,2020
3,"rmse","standard",0.234209849591969,"Preprocessor1_Model3",4,2,8081,2020
4,"rmse","standard",0.232509513413948,"Preprocessor1_Model4",4,2,8081,2020
5,"rmse","standard",0.231632806494789,"Preprocessor1_Model5",4,2,8081,2020
6,"rmse","standard",0.232667544824781,"Preprocessor1_Model6",4,2,8081,2020
1,"rmse","standard",0.25858610227228,"Preprocessor1_Model1",4,3,8081,2020
2,"rmse","standard",0.241093495435588,"Preprocessor1_Model2",4,3,8081,2020
3,"rmse","standard",0.238527492820021,"Preprocessor1_Model3",4,3,8081,2020
4,"rmse","standard",0.238619190490228,"Preprocessor1_Model4",4,3,8081,2020
5,"rmse","standard",0.238101267079808,"Preprocessor1_Model5",4,3,8081,2020
6,"rmse","standard",0.238688501437903,"Preprocessor1_Model6",4,3,8081,2020
1,"rmse","standard",0.267869335713673,"Preprocessor1_Model1",4,4,8081,2020
2,"rmse","standard",0.248738090068621,"Preprocessor1_Model2",4,4,8081,2020
3,"rmse","standard",0.244212866991756,"Preprocessor1_Model3",4,4,8081,2020
4,"rmse","standard",0.243452710908284,"Preprocessor1_Model4",4,4,8081,2020
5,"rmse","standard",0.243580622966096,"Preprocessor1_Model5",4,4,8081,2020
6,"rmse","standard",0.243157396330977,"Preprocessor1_Model6",4,4,8081,2020
1,"rmse","standard",0.260842737438009,"Preprocessor1_Model1",4,5,8081,2020
2,"rmse","standard",0.241161122194656,"Preprocessor1_Model2",4,5,8081,2020
3,"rmse","standard",0.237473352031996,"Preprocessor1_Model3",4,5,8081,2020
4,"rmse","standard",0.236601240535568,"Preprocessor1_Model4",4,5,8081,2020
5,"rmse","standard",0.236673968220729,"Preprocessor1_Model5",4,5,8081,2020
6,"rmse","standard",0.236584392708221,"Preprocessor1_Model6",4,5,8081,2020
1,"rmse","standard",0.22849272745796,"Preprocessor1_Model1",5,1,14252,3563
2,"rmse","standard",0.210768782977505,"Preprocessor1_Model2",5,1,14252,3563
3,"rmse","standard",0.207700745240349,"Preprocessor1_Model3",5,1,14252,3563
4,"rmse","standard",0.207062633303884,"Preprocessor1_Model4",5,1,14252,3563
5,"rmse","standard",0.206991174042449,"Preprocessor1_Model5",5,1,14252,3563
6,"rmse","standard",0.206962151774058,"Preprocessor1_Model6",5,1,14252,3563
1,"rmse","standard",0.23522252905572,"Preprocessor1_Model1",5,2,14252,3563
2,"rmse","standard",0.21825877070615,"Preprocessor1_Model2",5,2,14252,3563
3,"rmse","standard",0.215220436874063,"Preprocessor1_Model3",5,2,14252,3563
4,"rmse","standard",0.214562439888283,"Preprocessor1_Model4",5,2,14252,3563
5,"rmse","standard",0.21508407073351,"Preprocessor1_Model5",5,2,14252,3563
6,"rmse","standard",0.21559917249009,"Preprocessor1_Model6",5,2,14252,3563
1,"rmse","standard",0.231321909213176,"Preprocessor1_Model1",5,3,14252,3563
2,"rmse","standard",0.210595722221238,"Preprocessor1_Model2",5,3,14252,3563
3,"rmse","standard",0.206371734060902,"Preprocessor1_Model3",5,3,14252,3563
4,"rmse","standard",0.205807740209102,"Preprocessor1_Model4",5,3,14252,3563
5,"rmse","standard",0.205310746352168,"Preprocessor1_Model5",5,3,14252,3563
6,"rmse","standard",0.205427715802317,"Preprocessor1_Model6",5,3,14252,3563
1,"rmse","standard",0.235700457984223,"Preprocessor1_Model1",5,4,14252,3563
2,"rmse","standard",0.217965134095058,"Preprocessor1_Model2",5,4,14252,3563
3,"rmse","standard",0.21494593924345,"Preprocessor1_Model3",5,4,14252,3563
4,"rmse","standard",0.214758556330471,"Preprocessor1_Model4",5,4,14252,3563
5,"rmse","standard",0.214552098676221,"Preprocessor1_Model5",5,4,14252,3563
6,"rmse","standard",0.215055087333205,"Preprocessor1_Model6",5,4,14252,3563
1,"rmse","standard",0.231880475353892,"Preprocessor1_Model1",5,5,14252,3563
2,"rmse","standard",0.21600512540431,"Preprocessor1_Model2",5,5,14252,3563
3,"rmse","standard",0.213638048280166,"Preprocessor1_Model3",5,5,14252,3563
4,"rmse","standard",0.213071315851368,"Preprocessor1_Model4",5,5,14252,3563
5,"rmse","standard",0.212982343722026,"Preprocessor1_Model5",5,5,14252,3563
6,"rmse","standard",0.213457947301813,"Preprocessor1_Model6",5,5,14252,3563
