"model","mtry","mean_rmse","SEM","train_rmse","train_R2","test_rmse","test_R2","outer_test_n","outer_train_n"
"spatial_no_buff_lag5_response",3,0.254633626862563,0.0111353784543386,0.0941432988876028,0.974591843206579,0.233791710236539,0.800885110837433,5757,13358
"spatial_no_buff_lag5_response",3,0.259874486140779,0.00886975413450994,0.0998213126271661,0.975044006123203,0.261496807529294,0.748541570874623,2085,13440
"spatial_no_buff_lag5_response",3,0.246405200238981,0.0106175163642402,0.0938372230523269,0.97381583114028,0.257282408893317,0.643768524157706,2060,16518
"spatial_no_buff_lag5_response",3,0.276102107537519,0.0131862795275294,0.0998118090876663,0.974297919270478,0.224462543841778,0.791266661310472,9117,10101
"spatial_no_buff_lag5_response",3,0.244136707584886,0.00855607375523977,0.0933357275792775,0.971706754483545,0.265429871929794,0.743950121384576,1621,17815
