"model","mtry","mean_rmse","SEM","train_rmse","train_R2","test_rmse","test_R2"
"spatial_no_buff_lag5",6,0.333634637902173,0.0203862658680211,0.0954435064852427,0.974976677620801,0.263813644912375,0.755924410138769
"spatial_no_buff_lag5",6,0.33478725528838,0.0242399855043293,0.10156395682968,0.97513897098763,0.298746215363268,0.672118098986748
"spatial_no_buff_lag5",6,0.324346566808531,0.0247728833870217,0.0943996633650681,0.974671192809278,0.293982126459285,0.559511120446169
"spatial_no_buff_lag5",6,0.345255158689726,0.0244301650025986,0.102973268882907,0.973742242816995,0.292412799947582,0.667658905409133
"spatial_no_buff_lag5",6,0.288054152175471,0.00808917562271717,0.0899972753769637,0.974654926574578,0.37941959306849,0.539760460180022
