mtry,.metric,.estimator,.estimate,.config,cluster,fold,train_n,test_n
3,rmse,standard,0.254110135,Preprocessor1_Model3,4,2,8336,1765
4,rmse,standard,0.257396086,Preprocessor1_Model4,4,2,8336,1765
5,rmse,standard,0.260706057,Preprocessor1_Model5,4,2,8336,1765
6,rmse,standard,0.263087499,Preprocessor1_Model6,4,2,8336,1765
1,rmse,standard,0.391260929,Preprocessor1_Model1,4,3,4638,5463
2,rmse,standard,0.334602522,Preprocessor1_Model2,4,3,4638,5463
3,rmse,standard,0.326917865,Preprocessor1_Model3,4,3,4638,5463
4,rmse,standard,0.338479437,Preprocessor1_Model4,4,3,4638,5463
5,rmse,standard,0.356561098,Preprocessor1_Model5,4,3,4638,5463
6,rmse,standard,0.385643398,Preprocessor1_Model6,4,3,4638,5463
1,rmse,standard,0.310089572,Preprocessor1_Model1,4,4,8838,1263
2,rmse,standard,0.268906693,Preprocessor1_Model2,4,4,8838,1263
3,rmse,standard,0.25798645,Preprocessor1_Model3,4,4,8838,1263
4,rmse,standard,0.255980129,Preprocessor1_Model4,4,4,8838,1263
5,rmse,standard,0.255607035,Preprocessor1_Model5,4,4,8838,1263
6,rmse,standard,0.256738409,Preprocessor1_Model6,4,4,8838,1263
1,rmse,standard,0.302435747,Preprocessor1_Model1,4,5,9606,495
2,rmse,standard,0.277708994,Preprocessor1_Model2,4,5,9606,495
3,rmse,standard,0.274364826,Preprocessor1_Model3,4,5,9606,495
4,rmse,standard,0.274726449,Preprocessor1_Model4,4,5,9606,495
5,rmse,standard,0.277447577,Preprocessor1_Model5,4,5,9606,495
6,rmse,standard,0.277974098,Preprocessor1_Model6,4,5,9606,495
1,rmse,standard,0.229295584,Preprocessor1_Model1,5,1,9082,8733
2,rmse,standard,0.220944433,Preprocessor1_Model2,5,1,9082,8733
3,rmse,standard,0.220422055,Preprocessor1_Model3,5,1,9082,8733
4,rmse,standard,0.221478829,Preprocessor1_Model4,5,1,9082,8733
5,rmse,standard,0.222594335,Preprocessor1_Model5,5,1,9082,8733
6,rmse,standard,0.223890457,Preprocessor1_Model6,5,1,9082,8733
1,rmse,standard,0.267422647,Preprocessor1_Model1,5,2,16137,1678
2,rmse,standard,0.253009652,Preprocessor1_Model2,5,2,16137,1678
3,rmse,standard,0.25349969,Preprocessor1_Model3,5,2,16137,1678
4,rmse,standard,0.256055226,Preprocessor1_Model4,5,2,16137,1678
5,rmse,standard,0.257560578,Preprocessor1_Model5,5,2,16137,1678
6,rmse,standard,0.258697858,Preprocessor1_Model6,5,2,16137,1678
1,rmse,standard,0.23286033,Preprocessor1_Model1,5,3,12937,4878
2,rmse,standard,0.2256134,Preprocessor1_Model2,5,3,12937,4878
3,rmse,standard,0.226669551,Preprocessor1_Model3,5,3,12937,4878
4,rmse,standard,0.22775657,Preprocessor1_Model4,5,3,12937,4878
5,rmse,standard,0.229511683,Preprocessor1_Model5,5,3,12937,4878
6,rmse,standard,0.231089593,Preprocessor1_Model6,5,3,12937,4878
1,rmse,standard,0.270968109,Preprocessor1_Model1,5,4,15768,2047
2,rmse,standard,0.261932738,Preprocessor1_Model2,5,4,15768,2047
3,rmse,standard,0.261220284,Preprocessor1_Model3,5,4,15768,2047
4,rmse,standard,0.261775331,Preprocessor1_Model4,5,4,15768,2047
5,rmse,standard,0.26364548,Preprocessor1_Model5,5,4,15768,2047
6,rmse,standard,0.264287876,Preprocessor1_Model6,5,4,15768,2047
1,rmse,standard,0.308879003,Preprocessor1_Model1,5,5,17336,479
2,rmse,standard,0.266795613,Preprocessor1_Model2,5,5,17336,479
3,rmse,standard,0.258871958,Preprocessor1_Model3,5,5,17336,479
4,rmse,standard,0.256332255,Preprocessor1_Model4,5,5,17336,479
5,rmse,standard,0.255770488,Preprocessor1_Model5,5,5,17336,479
6,rmse,standard,0.25659487,Preprocessor1_Model6,5,5,17336,479
