"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
1,"rmse","standard",0.243055107518715,"Preprocessor1_Model1",1,1,10686,2672
2,"rmse","standard",0.232123103020057,"Preprocessor1_Model2",1,1,10686,2672
3,"rmse","standard",0.23002948245923,"Preprocessor1_Model3",1,1,10686,2672
4,"rmse","standard",0.229416974911337,"Preprocessor1_Model4",1,1,10686,2672
5,"rmse","standard",0.229799893081609,"Preprocessor1_Model5",1,1,10686,2672
6,"rmse","standard",0.230768531897743,"Preprocessor1_Model6",1,1,10686,2672
1,"rmse","standard",0.242068677869226,"Preprocessor1_Model1",1,2,10686,2672
2,"rmse","standard",0.232353679473178,"Preprocessor1_Model2",1,2,10686,2672
3,"rmse","standard",0.231685382166629,"Preprocessor1_Model3",1,2,10686,2672
4,"rmse","standard",0.23277513569955,"Preprocessor1_Model4",1,2,10686,2672
5,"rmse","standard",0.233901713316168,"Preprocessor1_Model5",1,2,10686,2672
6,"rmse","standard",0.235093752891575,"Preprocessor1_Model6",1,2,10686,2672
1,"rmse","standard",0.230980122386011,"Preprocessor1_Model1",1,3,10686,2672
2,"rmse","standard",0.220989701143822,"Preprocessor1_Model2",1,3,10686,2672
3,"rmse","standard",0.220154003495488,"Preprocessor1_Model3",1,3,10686,2672
4,"rmse","standard",0.220791363420516,"Preprocessor1_Model4",1,3,10686,2672
5,"rmse","standard",0.221504304169418,"Preprocessor1_Model5",1,3,10686,2672
6,"rmse","standard",0.222606485587549,"Preprocessor1_Model6",1,3,10686,2672
1,"rmse","standard",0.2316521247107,"Preprocessor1_Model1",1,4,10687,2671
2,"rmse","standard",0.224745042890226,"Preprocessor1_Model2",1,4,10687,2671
3,"rmse","standard",0.226145959139753,"Preprocessor1_Model3",1,4,10687,2671
4,"rmse","standard",0.227023798847228,"Preprocessor1_Model4",1,4,10687,2671
5,"rmse","standard",0.228060959749693,"Preprocessor1_Model5",1,4,10687,2671
6,"rmse","standard",0.229382570568304,"Preprocessor1_Model6",1,4,10687,2671
1,"rmse","standard",0.246282452353882,"Preprocessor1_Model1",1,5,10687,2671
2,"rmse","standard",0.236250168565968,"Preprocessor1_Model2",1,5,10687,2671
3,"rmse","standard",0.235822722174654,"Preprocessor1_Model3",1,5,10687,2671
4,"rmse","standard",0.236719268548477,"Preprocessor1_Model4",1,5,10687,2671
5,"rmse","standard",0.238346574491244,"Preprocessor1_Model5",1,5,10687,2671
6,"rmse","standard",0.239368324117739,"Preprocessor1_Model6",1,5,10687,2671
1,"rmse","standard",0.247940387506774,"Preprocessor1_Model1",2,1,10752,2688
2,"rmse","standard",0.237673955272926,"Preprocessor1_Model2",2,1,10752,2688
3,"rmse","standard",0.236672174016999,"Preprocessor1_Model3",2,1,10752,2688
4,"rmse","standard",0.237272973812864,"Preprocessor1_Model4",2,1,10752,2688
5,"rmse","standard",0.238807809494623,"Preprocessor1_Model5",2,1,10752,2688
6,"rmse","standard",0.239496106994007,"Preprocessor1_Model6",2,1,10752,2688
1,"rmse","standard",0.241911757453217,"Preprocessor1_Model1",2,2,10752,2688
2,"rmse","standard",0.229937521402668,"Preprocessor1_Model2",2,2,10752,2688
3,"rmse","standard",0.228953436591538,"Preprocessor1_Model3",2,2,10752,2688
4,"rmse","standard",0.22934102177951,"Preprocessor1_Model4",2,2,10752,2688
5,"rmse","standard",0.229763467027885,"Preprocessor1_Model5",2,2,10752,2688
6,"rmse","standard",0.230657171133372,"Preprocessor1_Model6",2,2,10752,2688
1,"rmse","standard",0.253262970208291,"Preprocessor1_Model1",2,3,10752,2688
2,"rmse","standard",0.245143384473089,"Preprocessor1_Model2",2,3,10752,2688
3,"rmse","standard",0.245490586413611,"Preprocessor1_Model3",2,3,10752,2688
4,"rmse","standard",0.246968983785158,"Preprocessor1_Model4",2,3,10752,2688
5,"rmse","standard",0.248546378724141,"Preprocessor1_Model5",2,3,10752,2688
6,"rmse","standard",0.250498672401136,"Preprocessor1_Model6",2,3,10752,2688
1,"rmse","standard",0.248234402462154,"Preprocessor1_Model1",2,4,10752,2688
2,"rmse","standard",0.235256320166484,"Preprocessor1_Model2",2,4,10752,2688
3,"rmse","standard",0.234776634505741,"Preprocessor1_Model3",2,4,10752,2688
4,"rmse","standard",0.235414397260549,"Preprocessor1_Model4",2,4,10752,2688
5,"rmse","standard",0.235768461347666,"Preprocessor1_Model5",2,4,10752,2688
6,"rmse","standard",0.236278040686526,"Preprocessor1_Model6",2,4,10752,2688
1,"rmse","standard",0.252178128990372,"Preprocessor1_Model1",2,5,10752,2688
2,"rmse","standard",0.240247425062056,"Preprocessor1_Model2",2,5,10752,2688
3,"rmse","standard",0.239270883776941,"Preprocessor1_Model3",2,5,10752,2688
4,"rmse","standard",0.239843189410712,"Preprocessor1_Model4",2,5,10752,2688
5,"rmse","standard",0.240734948507642,"Preprocessor1_Model5",2,5,10752,2688
6,"rmse","standard",0.241490401902704,"Preprocessor1_Model6",2,5,10752,2688
1,"rmse","standard",0.233529477415446,"Preprocessor1_Model1",3,1,13214,3304
2,"rmse","standard",0.221363361290201,"Preprocessor1_Model2",3,1,13214,3304
3,"rmse","standard",0.220454104531934,"Preprocessor1_Model3",3,1,13214,3304
4,"rmse","standard",0.220202263942852,"Preprocessor1_Model4",3,1,13214,3304
5,"rmse","standard",0.221674816093925,"Preprocessor1_Model5",3,1,13214,3304
6,"rmse","standard",0.222125630901892,"Preprocessor1_Model6",3,1,13214,3304
1,"rmse","standard",0.242106691247307,"Preprocessor1_Model1",3,2,13214,3304
2,"rmse","standard",0.232007483836988,"Preprocessor1_Model2",3,2,13214,3304
3,"rmse","standard",0.230924996654902,"Preprocessor1_Model3",3,2,13214,3304
4,"rmse","standard",0.231811401445458,"Preprocessor1_Model4",3,2,13214,3304
5,"rmse","standard",0.232233004823044,"Preprocessor1_Model5",3,2,13214,3304
6,"rmse","standard",0.23278269977017,"Preprocessor1_Model6",3,2,13214,3304
1,"rmse","standard",0.239028865078577,"Preprocessor1_Model1",3,3,13214,3304
2,"rmse","standard",0.22832484836642,"Preprocessor1_Model2",3,3,13214,3304
3,"rmse","standard",0.227448400500696,"Preprocessor1_Model3",3,3,13214,3304
4,"rmse","standard",0.22789670821378,"Preprocessor1_Model4",3,3,13214,3304
5,"rmse","standard",0.228945998587823,"Preprocessor1_Model5",3,3,13214,3304
6,"rmse","standard",0.229954249923024,"Preprocessor1_Model6",3,3,13214,3304
1,"rmse","standard",0.238428753966087,"Preprocessor1_Model1",3,4,13215,3303
2,"rmse","standard",0.227046158334467,"Preprocessor1_Model2",3,4,13215,3303
3,"rmse","standard",0.226057859311236,"Preprocessor1_Model3",3,4,13215,3303
4,"rmse","standard",0.226456099618581,"Preprocessor1_Model4",3,4,13215,3303
5,"rmse","standard",0.226614549216597,"Preprocessor1_Model5",3,4,13215,3303
6,"rmse","standard",0.227637261301447,"Preprocessor1_Model6",3,4,13215,3303
1,"rmse","standard",0.246341887987828,"Preprocessor1_Model1",3,5,13215,3303
2,"rmse","standard",0.23557406700904,"Preprocessor1_Model2",3,5,13215,3303
3,"rmse","standard",0.235055786925884,"Preprocessor1_Model3",3,5,13215,3303
4,"rmse","standard",0.235360301348362,"Preprocessor1_Model4",3,5,13215,3303
5,"rmse","standard",0.235585288322926,"Preprocessor1_Model5",3,5,13215,3303
6,"rmse","standard",0.236348656486071,"Preprocessor1_Model6",3,5,13215,3303
1,"rmse","standard",0.241849674025674,"Preprocessor1_Model1",4,1,8080,2021
2,"rmse","standard",0.232157154425695,"Preprocessor1_Model2",4,1,8080,2021
3,"rmse","standard",0.23160591937679,"Preprocessor1_Model3",4,1,8080,2021
4,"rmse","standard",0.232151687070992,"Preprocessor1_Model4",4,1,8080,2021
5,"rmse","standard",0.232863062133194,"Preprocessor1_Model5",4,1,8080,2021
6,"rmse","standard",0.234501146244525,"Preprocessor1_Model6",4,1,8080,2021
1,"rmse","standard",0.239753145699608,"Preprocessor1_Model1",4,2,8081,2020
2,"rmse","standard",0.228313754888707,"Preprocessor1_Model2",4,2,8081,2020
3,"rmse","standard",0.228965250532265,"Preprocessor1_Model3",4,2,8081,2020
4,"rmse","standard",0.230326999586738,"Preprocessor1_Model4",4,2,8081,2020
5,"rmse","standard",0.232210775703309,"Preprocessor1_Model5",4,2,8081,2020
6,"rmse","standard",0.23377503916234,"Preprocessor1_Model6",4,2,8081,2020
1,"rmse","standard",0.24864742767127,"Preprocessor1_Model1",4,3,8081,2020
2,"rmse","standard",0.235217341384476,"Preprocessor1_Model2",4,3,8081,2020
3,"rmse","standard",0.234537932197578,"Preprocessor1_Model3",4,3,8081,2020
4,"rmse","standard",0.234828715534904,"Preprocessor1_Model4",4,3,8081,2020
5,"rmse","standard",0.235876657537236,"Preprocessor1_Model5",4,3,8081,2020
6,"rmse","standard",0.236467294696445,"Preprocessor1_Model6",4,3,8081,2020
1,"rmse","standard",0.253658265505382,"Preprocessor1_Model1",4,4,8081,2020
2,"rmse","standard",0.238956141523693,"Preprocessor1_Model2",4,4,8081,2020
3,"rmse","standard",0.236966952168367,"Preprocessor1_Model3",4,4,8081,2020
4,"rmse","standard",0.237244973930652,"Preprocessor1_Model4",4,4,8081,2020
5,"rmse","standard",0.238587105783567,"Preprocessor1_Model5",4,4,8081,2020
6,"rmse","standard",0.239673681057689,"Preprocessor1_Model6",4,4,8081,2020
1,"rmse","standard",0.244996555203388,"Preprocessor1_Model1",4,5,8081,2020
2,"rmse","standard",0.233116186428987,"Preprocessor1_Model2",4,5,8081,2020
3,"rmse","standard",0.232731054984635,"Preprocessor1_Model3",4,5,8081,2020
4,"rmse","standard",0.23428076149297,"Preprocessor1_Model4",4,5,8081,2020
5,"rmse","standard",0.235241215780342,"Preprocessor1_Model5",4,5,8081,2020
6,"rmse","standard",0.236788386947975,"Preprocessor1_Model6",4,5,8081,2020
1,"rmse","standard",0.238675995303959,"Preprocessor1_Model1",5,1,14252,3563
2,"rmse","standard",0.22722213762187,"Preprocessor1_Model2",5,1,14252,3563
3,"rmse","standard",0.225817521045408,"Preprocessor1_Model3",5,1,14252,3563
4,"rmse","standard",0.225802635241649,"Preprocessor1_Model4",5,1,14252,3563
5,"rmse","standard",0.227044194807315,"Preprocessor1_Model5",5,1,14252,3563
6,"rmse","standard",0.227635073976616,"Preprocessor1_Model6",5,1,14252,3563
1,"rmse","standard",0.241933063514088,"Preprocessor1_Model1",5,2,14252,3563
2,"rmse","standard",0.233098666912558,"Preprocessor1_Model2",5,2,14252,3563
3,"rmse","standard",0.232290593337414,"Preprocessor1_Model3",5,2,14252,3563
4,"rmse","standard",0.232757019639121,"Preprocessor1_Model4",5,2,14252,3563
5,"rmse","standard",0.232988860855551,"Preprocessor1_Model5",5,2,14252,3563
6,"rmse","standard",0.234165300782511,"Preprocessor1_Model6",5,2,14252,3563
1,"rmse","standard",0.239758992442859,"Preprocessor1_Model1",5,3,14252,3563
2,"rmse","standard",0.227459754742333,"Preprocessor1_Model2",5,3,14252,3563
3,"rmse","standard",0.2269670092905,"Preprocessor1_Model3",5,3,14252,3563
4,"rmse","standard",0.227805822577422,"Preprocessor1_Model4",5,3,14252,3563
5,"rmse","standard",0.228539202253528,"Preprocessor1_Model5",5,3,14252,3563
6,"rmse","standard",0.229729015769055,"Preprocessor1_Model6",5,3,14252,3563
1,"rmse","standard",0.244762888402832,"Preprocessor1_Model1",5,4,14252,3563
2,"rmse","standard",0.234653155927047,"Preprocessor1_Model2",5,4,14252,3563
3,"rmse","standard",0.233591814576915,"Preprocessor1_Model3",5,4,14252,3563
4,"rmse","standard",0.233956365982755,"Preprocessor1_Model4",5,4,14252,3563
5,"rmse","standard",0.234814659897628,"Preprocessor1_Model5",5,4,14252,3563
6,"rmse","standard",0.235222765007535,"Preprocessor1_Model6",5,4,14252,3563
1,"rmse","standard",0.240913890591593,"Preprocessor1_Model1",5,5,14252,3563
2,"rmse","standard",0.23339496947098,"Preprocessor1_Model2",5,5,14252,3563
3,"rmse","standard",0.233531192804333,"Preprocessor1_Model3",5,5,14252,3563
4,"rmse","standard",0.234721272021305,"Preprocessor1_Model4",5,5,14252,3563
5,"rmse","standard",0.235615749688255,"Preprocessor1_Model5",5,5,14252,3563
6,"rmse","standard",0.23718200807957,"Preprocessor1_Model6",5,5,14252,3563
