"model","mtry","mean_rmse","SEM","train_rmse","train_R2","test_rmse","test_R2"
"spatial_no_buff_lag20",4,0.337809422994214,0.0168231627920822,0.0898514579638909,0.977648815679056,0.311422176347428,0.648593757603866
"spatial_no_buff_lag20",5,0.343223328339584,0.0280468404785508,0.0948203467497697,0.978102074066055,0.317185389302668,0.639489411004829
"spatial_no_buff_lag20",6,0.344578295661803,0.00557554919129554,0.0888205533038374,0.977203922574858,0.292999417114188,0.567704860307867
"spatial_no_buff_lag20",6,0.334275660476259,0.0274336805683888,0.0944153556711815,0.977564310676726,0.320114886307551,0.583122512428511
"spatial_no_buff_lag20",6,0.296897319494655,0.0062877108053784,0.0876234263820916,0.975780939121463,0.354552252082544,0.570620658641962
