"mtry",".metric",".estimator",".estimate",".config","cluster","fold","train_n","test_n"
1,"rmse","standard",0.225724195213103,"Preprocessor1_Model1",5,3,14252,3563
2,"rmse","standard",0.215566078701774,"Preprocessor1_Model2",5,3,14252,3563
3,"rmse","standard",0.214632495979516,"Preprocessor1_Model3",5,3,14252,3563
4,"rmse","standard",0.214492450082399,"Preprocessor1_Model4",5,3,14252,3563
5,"rmse","standard",0.214761464696432,"Preprocessor1_Model5",5,3,14252,3563
6,"rmse","standard",0.214820120759203,"Preprocessor1_Model6",5,3,14252,3563
1,"rmse","standard",0.226484145745215,"Preprocessor1_Model1",5,4,14252,3563
2,"rmse","standard",0.216135329771819,"Preprocessor1_Model2",5,4,14252,3563
3,"rmse","standard",0.215850716072213,"Preprocessor1_Model3",5,4,14252,3563
4,"rmse","standard",0.216591127015056,"Preprocessor1_Model4",5,4,14252,3563
5,"rmse","standard",0.217709007798593,"Preprocessor1_Model5",5,4,14252,3563
6,"rmse","standard",0.218822681682557,"Preprocessor1_Model6",5,4,14252,3563
1,"rmse","standard",0.225576834315119,"Preprocessor1_Model1",5,5,14252,3563
2,"rmse","standard",0.217405943605504,"Preprocessor1_Model2",5,5,14252,3563
3,"rmse","standard",0.217226609249072,"Preprocessor1_Model3",5,5,14252,3563
4,"rmse","standard",0.218114805385588,"Preprocessor1_Model4",5,5,14252,3563
5,"rmse","standard",0.219033122424674,"Preprocessor1_Model5",5,5,14252,3563
6,"rmse","standard",0.219993581121311,"Preprocessor1_Model6",5,5,14252,3563
