mtry,.metric,.estimator,.estimate,.config,cluster,fold,train_n,test_n
1,rmse,standard,0.414962916,Preprocessor1_Model1,1,1,12398,960
2,rmse,standard,0.389536521,Preprocessor1_Model2,1,1,12398,960
3,rmse,standard,0.381124636,Preprocessor1_Model3,1,1,12398,960
4,rmse,standard,0.375615769,Preprocessor1_Model4,1,1,12398,960
5,rmse,standard,0.370776655,Preprocessor1_Model5,1,1,12398,960
6,rmse,standard,0.36867066,Preprocessor1_Model6,1,1,12398,960
1,rmse,standard,0.44572425,Preprocessor1_Model1,1,2,12585,773
2,rmse,standard,0.388879024,Preprocessor1_Model2,1,2,12585,773
3,rmse,standard,0.366871421,Preprocessor1_Model3,1,2,12585,773
4,rmse,standard,0.353458023,Preprocessor1_Model4,1,2,12585,773
5,rmse,standard,0.343005591,Preprocessor1_Model5,1,2,12585,773
6,rmse,standard,0.337194137,Preprocessor1_Model6,1,2,12585,773
1,rmse,standard,0.337977178,Preprocessor1_Model1,1,3,12525,833
2,rmse,standard,0.290950021,Preprocessor1_Model2,1,3,12525,833
3,rmse,standard,0.280540408,Preprocessor1_Model3,1,3,12525,833
4,rmse,standard,0.276161891,Preprocessor1_Model4,1,3,12525,833
5,rmse,standard,0.275357423,Preprocessor1_Model5,1,3,12525,833
6,rmse,standard,0.276148721,Preprocessor1_Model6,1,3,12525,833
1,rmse,standard,0.410318485,Preprocessor1_Model1,1,4,4611,8747
2,rmse,standard,0.370829523,Preprocessor1_Model2,1,4,4611,8747
3,rmse,standard,0.360495245,Preprocessor1_Model3,1,4,4611,8747
4,rmse,standard,0.350629254,Preprocessor1_Model4,1,4,4611,8747
5,rmse,standard,0.366826692,Preprocessor1_Model5,1,4,4611,8747
6,rmse,standard,0.386727473,Preprocessor1_Model6,1,4,4611,8747
1,rmse,standard,0.328648419,Preprocessor1_Model1,1,5,11313,2045
2,rmse,standard,0.321146895,Preprocessor1_Model2,1,5,11313,2045
3,rmse,standard,0.326952683,Preprocessor1_Model3,1,5,11313,2045
4,rmse,standard,0.333182178,Preprocessor1_Model4,1,5,11313,2045
5,rmse,standard,0.340637262,Preprocessor1_Model5,1,5,11313,2045
6,rmse,standard,0.351775259,Preprocessor1_Model6,1,5,11313,2045
1,rmse,standard,0.465627469,Preprocessor1_Model1,2,1,9410,4030
2,rmse,standard,0.450508478,Preprocessor1_Model2,2,1,9410,4030
3,rmse,standard,0.442700855,Preprocessor1_Model3,2,1,9410,4030
4,rmse,standard,0.445223188,Preprocessor1_Model4,2,1,9410,4030
5,rmse,standard,0.444743633,Preprocessor1_Model5,2,1,9410,4030
6,rmse,standard,0.457733173,Preprocessor1_Model6,2,1,9410,4030
1,rmse,standard,0.316770805,Preprocessor1_Model1,2,2,11667,1773
2,rmse,standard,0.29437828,Preprocessor1_Model2,2,2,11667,1773
3,rmse,standard,0.291850477,Preprocessor1_Model3,2,2,11667,1773
4,rmse,standard,0.293592951,Preprocessor1_Model4,2,2,11667,1773
5,rmse,standard,0.294881348,Preprocessor1_Model5,2,2,11667,1773
6,rmse,standard,0.297689209,Preprocessor1_Model6,2,2,11667,1773
1,rmse,standard,0.351013099,Preprocessor1_Model1,2,3,7903,5537
2,rmse,standard,0.322399157,Preprocessor1_Model2,2,3,7903,5537
3,rmse,standard,0.315866395,Preprocessor1_Model3,2,3,7903,5537
4,rmse,standard,0.323038656,Preprocessor1_Model4,2,3,7903,5537
5,rmse,standard,0.330613644,Preprocessor1_Model5,2,3,7903,5537
6,rmse,standard,0.3447678,Preprocessor1_Model6,2,3,7903,5537
1,rmse,standard,0.446321973,Preprocessor1_Model1,2,4,11835,1605
2,rmse,standard,0.392228305,Preprocessor1_Model2,2,4,11835,1605
3,rmse,standard,0.37308679,Preprocessor1_Model3,2,4,11835,1605
4,rmse,standard,0.360148088,Preprocessor1_Model4,2,4,11835,1605
5,rmse,standard,0.355398787,Preprocessor1_Model5,2,4,11835,1605
6,rmse,standard,0.350407428,Preprocessor1_Model6,2,4,11835,1605
1,rmse,standard,0.370583315,Preprocessor1_Model1,2,5,12945,495
2,rmse,standard,0.319952474,Preprocessor1_Model2,2,5,12945,495
3,rmse,standard,0.30201532,Preprocessor1_Model3,2,5,12945,495
4,rmse,standard,0.294799945,Preprocessor1_Model4,2,5,12945,495
5,rmse,standard,0.290479229,Preprocessor1_Model5,2,5,12945,495
6,rmse,standard,0.2892359,Preprocessor1_Model6,2,5,12945,495
1,rmse,standard,0.403499313,Preprocessor1_Model1,3,1,15528,990
2,rmse,standard,0.382999542,Preprocessor1_Model2,3,1,15528,990
3,rmse,standard,0.370102964,Preprocessor1_Model3,3,1,15528,990
4,rmse,standard,0.365126694,Preprocessor1_Model4,3,1,15528,990
5,rmse,standard,0.362636062,Preprocessor1_Model5,3,1,15528,990
6,rmse,standard,0.36025572,Preprocessor1_Model6,3,1,15528,990
1,rmse,standard,0.477200421,Preprocessor1_Model1,3,2,15408,1110
2,rmse,standard,0.417677969,Preprocessor1_Model2,3,2,15408,1110
3,rmse,standard,0.388233228,Preprocessor1_Model3,3,2,15408,1110
4,rmse,standard,0.371768026,Preprocessor1_Model4,3,2,15408,1110
5,rmse,standard,0.359098336,Preprocessor1_Model5,3,2,15408,1110
6,rmse,standard,0.352459137,Preprocessor1_Model6,3,2,15408,1110
1,rmse,standard,0.331622524,Preprocessor1_Model1,3,3,12900,3618
2,rmse,standard,0.328514153,Preprocessor1_Model2,3,3,12900,3618
3,rmse,standard,0.328402758,Preprocessor1_Model3,3,3,12900,3618
4,rmse,standard,0.336350019,Preprocessor1_Model4,3,3,12900,3618
5,rmse,standard,0.338553521,Preprocessor1_Model5,3,3,12900,3618
6,rmse,standard,0.340871891,Preprocessor1_Model6,3,3,12900,3618
1,rmse,standard,0.349062803,Preprocessor1_Model1,3,4,7763,8755
2,rmse,standard,0.337725712,Preprocessor1_Model2,3,4,7763,8755
3,rmse,standard,0.334809518,Preprocessor1_Model3,3,4,7763,8755
4,rmse,standard,0.332012565,Preprocessor1_Model4,3,4,7763,8755
5,rmse,standard,0.330490097,Preprocessor1_Model5,3,4,7763,8755
6,rmse,standard,0.327473923,Preprocessor1_Model6,3,4,7763,8755
1,rmse,standard,0.348893619,Preprocessor1_Model1,3,5,14473,2045
2,rmse,standard,0.335112836,Preprocessor1_Model2,3,5,14473,2045
3,rmse,standard,0.332679752,Preprocessor1_Model3,3,5,14473,2045
4,rmse,standard,0.33946235,Preprocessor1_Model4,3,5,14473,2045
5,rmse,standard,0.338737605,Preprocessor1_Model5,3,5,14473,2045
6,rmse,standard,0.341830808,Preprocessor1_Model6,3,5,14473,2045
1,rmse,standard,0.306746602,Preprocessor1_Model1,4,1,8986,1115
2,rmse,standard,0.301511943,Preprocessor1_Model2,4,1,8986,1115
3,rmse,standard,0.300734646,Preprocessor1_Model3,4,1,8986,1115
4,rmse,standard,0.298750144,Preprocessor1_Model4,4,1,8986,1115
5,rmse,standard,0.29786283,Preprocessor1_Model5,4,1,8986,1115
6,rmse,standard,0.297981535,Preprocessor1_Model6,4,1,8986,1115
1,rmse,standard,0.323241225,Preprocessor1_Model1,4,2,8336,1765
2,rmse,standard,0.311448395,Preprocessor1_Model2,4,2,8336,1765
3,rmse,standard,0.308011576,Preprocessor1_Model3,4,2,8336,1765
4,rmse,standard,0.304450005,Preprocessor1_Model4,4,2,8336,1765
5,rmse,standard,0.304712805,Preprocessor1_Model5,4,2,8336,1765
6,rmse,standard,0.305219053,Preprocessor1_Model6,4,2,8336,1765
1,rmse,standard,0.558393486,Preprocessor1_Model1,4,3,4638,5463
2,rmse,standard,0.494562587,Preprocessor1_Model2,4,3,4638,5463
3,rmse,standard,0.471324298,Preprocessor1_Model3,4,3,4638,5463
4,rmse,standard,0.446183324,Preprocessor1_Model4,4,3,4638,5463
5,rmse,standard,0.435417749,Preprocessor1_Model5,4,3,4638,5463
6,rmse,standard,0.429532785,Preprocessor1_Model6,4,3,4638,5463
1,rmse,standard,0.441004403,Preprocessor1_Model1,4,4,8838,1263
2,rmse,standard,0.400437237,Preprocessor1_Model2,4,4,8838,1263
3,rmse,standard,0.380704584,Preprocessor1_Model3,4,4,8838,1263
4,rmse,standard,0.368712173,Preprocessor1_Model4,4,4,8838,1263
5,rmse,standard,0.363919363,Preprocessor1_Model5,4,4,8838,1263
6,rmse,standard,0.360367992,Preprocessor1_Model6,4,4,8838,1263
1,rmse,standard,0.362702636,Preprocessor1_Model1,4,5,9606,495
2,rmse,standard,0.312783653,Preprocessor1_Model2,4,5,9606,495
3,rmse,standard,0.293884472,Preprocessor1_Model3,4,5,9606,495
4,rmse,standard,0.284792307,Preprocessor1_Model4,4,5,9606,495
5,rmse,standard,0.280196259,Preprocessor1_Model5,4,5,9606,495
6,rmse,standard,0.278276937,Preprocessor1_Model6,4,5,9606,495
1,rmse,standard,0.348812005,Preprocessor1_Model1,5,1,9082,8733
2,rmse,standard,0.321930038,Preprocessor1_Model2,5,1,9082,8733
3,rmse,standard,0.310227917,Preprocessor1_Model3,5,1,9082,8733
4,rmse,standard,0.3020563,Preprocessor1_Model4,5,1,9082,8733
5,rmse,standard,0.299306198,Preprocessor1_Model5,5,1,9082,8733
6,rmse,standard,0.299214718,Preprocessor1_Model6,5,1,9082,8733
1,rmse,standard,0.340403245,Preprocessor1_Model1,5,2,16137,1678
2,rmse,standard,0.315012206,Preprocessor1_Model2,5,2,16137,1678
3,rmse,standard,0.304029756,Preprocessor1_Model3,5,2,16137,1678
4,rmse,standard,0.300342029,Preprocessor1_Model4,5,2,16137,1678
5,rmse,standard,0.296899283,Preprocessor1_Model5,5,2,16137,1678
6,rmse,standard,0.292012646,Preprocessor1_Model6,5,2,16137,1678
1,rmse,standard,0.330118233,Preprocessor1_Model1,5,3,12937,4878
2,rmse,standard,0.305353202,Preprocessor1_Model2,5,3,12937,4878
3,rmse,standard,0.301583563,Preprocessor1_Model3,5,3,12937,4878
4,rmse,standard,0.304227097,Preprocessor1_Model4,5,3,12937,4878
5,rmse,standard,0.310793685,Preprocessor1_Model5,5,3,12937,4878
6,rmse,standard,0.312492592,Preprocessor1_Model6,5,3,12937,4878
1,rmse,standard,0.326690312,Preprocessor1_Model1,5,4,15768,2047
2,rmse,standard,0.310326719,Preprocessor1_Model2,5,4,15768,2047
3,rmse,standard,0.304810047,Preprocessor1_Model3,5,4,15768,2047
4,rmse,standard,0.301644415,Preprocessor1_Model4,5,4,15768,2047
5,rmse,standard,0.305079158,Preprocessor1_Model5,5,4,15768,2047
6,rmse,standard,0.305104036,Preprocessor1_Model6,5,4,15768,2047
1,rmse,standard,0.354969942,Preprocessor1_Model1,5,5,17336,479
2,rmse,standard,0.302508518,Preprocessor1_Model2,5,5,17336,479
3,rmse,standard,0.286549151,Preprocessor1_Model3,5,5,17336,479
4,rmse,standard,0.278962311,Preprocessor1_Model4,5,5,17336,479
5,rmse,standard,0.275902354,Preprocessor1_Model5,5,5,17336,479
6,rmse,standard,0.275662606,Preprocessor1_Model6,5,5,17336,479
