,alcohol_admissions,air_pollution,asthma,ave_wk_earn,CHD,COPD,depression,hypertension,loneliness,obese,five_a_day,pop_density,smoking,stroke,crime,qual_none,qual_L1,qual_L2,qual_L3,qual_L4,qual_other,SEC_L1toL6,SEC_L7toL9,SEC_L10toL13,SEC_L14,SEC_L15,age45orOver,disabled,ethnicityWhite,male,good_health,facilities_per1000,active
0,0.05687358722835694,-0.9227768615617314,0.061098490403254595,-0.7252885126387524,-0.23601675422575086,0.1030350128194414,-0.45351492685999967,-0.2178564116267482,0.9332162393076348,1.0141687374856987,-1.2925908949194265,-0.43091740828127484,0.7596680795401162,0.0038680943709440787,0.7564833774805768,0.38091337762578154,0.6749085320833468,0.7961604033108243,0.607449056280006,-0.8426926789594301,-0.06424744786200093,-0.7744711111442848,-0.8883218114896586,0.8924436680135024,0.1975436125199149,-0.11149692393075157,-0.3657766630871884,0.6807172875229577,0.17271153595461167,0.4219566849735218,-0.6139864185369619,-0.48170552239633113,-0.6398889270426541
1,-1.2827288685859342,-0.4328696793527599,0.3574637514102503,0.13059743660828746,0.898748473960066,0.3444413246884204,-0.15445048730903504,0.6358427844260394,-0.06797192024417137,0.8221844455411469,0.5574182696062844,-0.6139256425291538,-0.965049418658466,0.43881381697043875,-1.4082565768013924,-0.3966817616144993,0.1393664384089221,0.6952041141282292,1.5461845623968444,-0.3162322513675631,0.6095627268292385,0.313807357882284,0.76499272223088,0.08754731971606702,-0.6971303372156686,-0.5899695504868294,0.7774360228958405,0.3637229454740162,0.8098241725429802,0.059226501994051196,-0.08242879678608991,0.028661940871950498,-0.5476298227902354
2,0.24381224977570432,-1.3147026073289079,0.40685796157808274,-0.847557933959758,0.4014918009348203,0.6341288989311956,1.1039505310612585,-0.3786428072958831,0.2711032459198271,-0.7440031992696755,0.48560994657055656,-0.5663241130506727,-0.0852340147191084,0.41904355685228034,0.007837376787412781,-0.47351922596630575,-0.5839631426578338,-0.40343785638824703,2.8126442984598,-0.011724291963527003,0.00398649387888346,-0.5101258678791563,-0.6492395627408554,0.15941306509976635,-0.22704741447324323,2.2330189461940297,-0.07997349159143069,0.8441164329090095,0.5207440799103541,-0.051169640651876576,-0.4134586929662736,0.19878442862804463,1.6364632574711282
3,0.08617981755693355,-0.9772109929182836,0.3871002775109501,-0.45018231466648967,0.4014918009348203,-0.05790252842654486,0.33492768650163457,0.33723947818336036,0.09698356599777433,-0.3213009424443888,-0.2891640651307112,-0.29863277997681986,-0.7695348844497204,0.06317887472542069,1.2355518594859638,-0.5595771860403292,-0.09710669386290183,0.26168593116767336,1.0129383577387585,-0.10916683897281888,0.967790920968886,0.2949255547919171,0.4732313339272547,0.04981780338962458,-0.5555999948846158,-0.5274000531679576,0.5350270502135756,0.2264676633497332,0.6841062944201921,-0.09848227321441866,-0.006037282282967127,0.45396816026218545,0.32035889272742646
4,1.0914496653538535,-0.35666189545358623,1.2465595344312383,-0.9113506755185438,0.9879996716825462,1.1330352767937526,-0.19717397867345834,1.3096143472300341,-0.9798091914149237,1.1589989928122908,-0.7502490867285386,-0.07542458595719584,0.6374714956596493,0.7946784990972984,0.6825931539848303,0.6237197649774902,0.702728900585915,0.8496078505251393,0.5852304644192519,-0.6599879033170082,0.5242702996531325,-0.6028183557773181,-0.2764333443528903,1.2302126713168902,0.21270757776967067,-0.663580723803149,0.5395161052632473,1.7689555957940626,0.6890781879052736,0.2642479097650631,-1.810786812419175,0.011649692096341462,0.38625825290772775
5,-0.8694218655908681,-0.6179457259650379,0.8711635371557094,-0.29734553801523245,0.09548769445774642,0.3766288329376177,-0.9623128694726802,0.26450277538065664,-0.9660629008947612,0.5409442985697409,0.9126804993619883,-0.5979724584202127,0.2988123917623572,-0.09498320621985026,-0.7083294047867421,0.7651006993848132,0.584492334450003,0.23793151018353384,-0.33684109780202265,-0.49623028959306026,0.9336739500984433,-0.062112176371373305,0.5259104734820768,0.5259283665566347,-0.7577861982146908,-0.6709418411347811,-0.029097534361820006,-0.4205929523790324,0.4276986446895331,1.7624812742454987,0.3791032700035937,1.0153723698572958,0.2958819875176017
6,-0.6998828785575436,0.8735494732044973,-1.1638779217589952,0.8270015319583641,-1.8552884843336013,-1.3614966125190324,0.5019376981989265,-1.201716023221217,-0.352061924327521,1.1909963748030503,-0.4119940913760339,0.8018088659186573,-0.2772572179598415,-1.6172932353180818,0.7702870456061559,-0.5903121717810518,-0.43790620801935426,-1.4961412216586885,-0.13687377105524057,0.7664627154023426,-0.8489377778821801,0.298358609899257,-1.3097549279282268,-0.46581891973842005,-0.12089965772495369,1.3607265423956414,-1.7693545419511694,-1.234320696401571,-1.3259592145486854,1.399751091266028,1.1716652329734654,-0.7879260003573002,-0.27085251003297683
7,-0.36681570148664616,-0.25868045901179215,0.8316481690214432,-0.6442185702411295,0.10823786556095757,0.08694125869484241,1.4806940458202664,-0.053241768441681554,-0.5147263621494393,-0.6648517806609567,-0.2532599036128473,-0.2630403710683319,0.6304888337236229,-0.15429398657432686,1.1900809527193505,0.5622497934960441,-0.17361270724496275,-0.3143587776977217,0.013101724004846993,-0.43803543512917786,0.2683930181248136,-0.6165505762066757,-0.6127693892029024,0.08934396335065915,0.9810151504239567,0.30440620530645446,-0.39420734506844146,-0.051310883806555456,-0.8614423089424507,0.09076825703574964,-0.2893224818987036,-0.6518280101524253,0.05487861314393395
8,0.3073138754533261,2.5827811978002413,-3.2779501169422325,3.572747449884428,-2.212293275223521,-1.908684252755385,-1.4633429045645567,-2.8784884351993387,0.06719993653742252,-1.6971883680470146,-0.01137923654513409,3.9700198161452485,-0.49721106894468065,-2.15109025850837,0.9992655403951715,-1.09129243935483,-2.6635356882247567,-3.0936260328421055,-1.714393793168746,3.1104973184591898,-1.8724469039954557,1.8998788174730559,-1.7717104594089654,-1.9947626527766282,1.9161263408255549,2.1115605102221022,-1.4281863581761292,-1.2539285938478972,-2.170470836514762,-0.8397135166942146,1.0284311432801148,-0.821950497908519,0.5820734945863312
9,1.6560907056295564,-0.8901163827477998,0.999588483592075,-1.2808169703798438,1.0772508694050253,0.6985039154295901,1.558373121028309,0.39083494340640557,0.31234211748031326,0.1805527329896161,-1.097952545638376,-0.2514293428929242,1.7232754267117931,0.3004219961433271,1.1413621240408371,1.0540095653476058,0.18805208328841547,0.09540498427869354,0.08531214755229564,-0.9550222817618081,0.9080862219456113,-1.3804053375896774,-0.5844036986733833,0.9355631152437218,1.3651689367510997,-0.14462195192309538,-0.31789340922402487,1.0499993560954346,-0.21935777886899954,0.4061858074526781,-1.1901057570813252,-0.5327422687231594,-1.3327736283669482
